X,Y,objectid,cenefa,zona_sitp,nombre,via,direccion_bandera,localidad,longitud,latitud,consecutivo_zona,tipo_m_s,consola,panel,audio,zonas_nuevas,globalid,shape
1005048.2291,1018126.777,2114,131A01,01,Br. Verbenal San Antonio,AC 183,AC 183 - KR 9A,Usaquén,-74.032003,4.760121,131,S,AC 183 - KR 9A (131A01),AC 183 - KR 9A,Avenida Calle 183 Carrera Novena A,B,{22F3E0C9-22F4-44CF-B9E8-E9738A927991},
1000613.0643,1014900.2073,2115,131A02,02,Br. Atenas,AC  138,AC 138 - 73-52,Suba,-74.07198197,4.73094438,131,S,AC 138 - 73-52 (131A02),AC 138 - 73-52,Avenida Calle 138 Carrera 73,C,{4851E212-1712-4A9F-930D-A99D66CA46E8},
995044.7717,1014305.5976,2116,131A04,04,Iglesia Santa Ángela Merici,KR 116B,KR 116B - CL 80A,Engativá,-74.1221723,4.72556586,131,S,KR 116B - CL 80A (131A04),KR 116B - CL 80A,Carrera 116 Be Calle 80 A,D,{432F7D06-A4DE-42EE-8CB8-C47B517CE1DC},
997633.8245,1009421.4245,2117,131A05,05,Br. El Laurel,AV. Boyacá,AV. Boyacá - CL 67,Engativá,-74.09883431,4.68139898,131,M,AV. Boyacá - CL 67 (131A05),AV. Boyacá - CL 67,Avenida Boyacá Calle 67,D,{544D872B-C7A6-4A1A-8AD1-ADB0FD9CA744},
996994.6515,1006145.8573,2118,131A06,06,Banco de la Republica Central de Efectivo,AK 68,AK 68 - AC 26,Teusaquillo,-74.10459405,4.65177753,131,M,AK 68 - AC 26 (131A06),AK 68 - AC 26,Avenida Carrera 68 Avenida Calle 26,K,{EB26C142-F03A-4645-82A9-6D2FE6952087},
998569.4297,1002650.5659,2119,131A07,07,Br. Estación Central,AC 19,AC 19 - KR 32,Puente Aranda,-74.09040056,4.62016966,131,M,AC 19 - KR 32 (131A07),AC 19 - KR 32,Avenida Calle 19 Carrera 32,F,{92EBD937-AEFF-4736-8616-FFD2681AA5FC},
990451.8021,1002484.2031,2120,131A08,08,Calle 47F Sur,KR  79,KR 79 - CL 42F Sur,Kennedy,-74.16355837,4.61866011,131,S,KR 79 - CL 42F Sur (131A08),KR 79 - CL 42F Sur,Carrera 79 Calle 42 F Sur,F,{98C12685-2EE7-4C5C-BDC4-EDFF422A9798},
992314.9762,1001285.7256,2121,131A09,09,Br. La Campiña,CL 40 Sur,AC 40 Sur - KR 72G,Kennedy,-74.146766,4.607824,131,S,AC 40 Sur - KR 72G (131A09),AC 40 Sur - KR 72G,Avenida Calle 40 Sur Carrera 72 G,G,{292CFDCF-EDEB-46CF-85E4-9F30630AE2BA},
990908.3215,995070.149700001,2122,131A11,11,IED Paraíso Mirador,KR 27B,KR 27B - CL 71F Sur,Ciudad Bolívar,-74.15943649,4.55161454,131,S,KR 27B - CL 71F Sur (131A11),KR 27B - CL 71F Sur,Carrera 27 Be Calle 71 F Sur,H,{880EB597-41F6-474B-928E-17635B15E25B},
995127.3933,995722.407199999,2123,131A12,12,C.C. Caracas,KR 9,KR 9 - CL 50A Sur,Rafael Uribe,-74.1214172,4.55751631,131,M,KR 9 - CL 50A Sur (131A12),KR 9 - CL 50A Sur,Carrera Novena Calle 50 A Sur,H,{87AE9345-8241-4A56-889F-0AD3D6BFE0DA},
998677.6521,990941.737400001,2124,131A13,13,Br. La Flora,CL 76 Sur,CL 76 Sur - KR 14D Este,Usme,-74.08942349,4.51428535,131,S,CL 76 Sur - KR 14D Este (131A13),CL 76 Sur - KR 14D Este,Calle 76 Sur Carrera 14 D Este,L,{85995BED-1186-4C27-82E2-9082F022B928},
997660.6165,1009454.5527,2125,131B05,05,Br. El Laurel,AV. Boyacá,AV. Boyacá - CL 68Bis,Engativá,-74.09859284,4.68169857,131,M,AV. Boyacá - CL 68Bis (131B05),AV. Boyacá - CL 68Bis,Avenida Boyacá Calle 68 Bis,D,{77623D94-75A1-4707-9BB9-E05F54E56818},
996978.0281,1006121.5229,2126,131B06,06,Banco de la República Central de Efectivo,AK 68,AK 68 - AC 26,Teusaquillo,-74.10474386,4.65155746,131,M,AK 68 - AC 26 (131B06),AK 68 - AC 26,Avenida Carrera 68 Avenida Calle 26,K,{DC8B47C1-4977-4122-82AD-BE2B666B7E0A},
998589.3687,1002630.6806,2127,131B07,07,Br. Estación Central,AC 19,AC 19 - KR 32,Puente Aranda,-74.09022086,4.61998983,131,M,AC 19 - KR 32 (131B07),AC 19 - KR 32,Avenida Calle 19 Carrera 32,F,{96299ABE-C33B-461D-AF8F-A759F685CF4A},
996964.8141,1006099.8739,2128,131C06,06,Banco de la República Central de Efectivo,AK 68,AK 68 - AC 26,Teusaquillo,-74.10486295,4.65136168,131,M,AK 68 - AC 26 (131C06),AK 68 - AC 26,Avenida Carrera 68 Avenida Calle 26,K,{F9F814CA-056E-41E5-BB0E-E58E3C22D7BC},
996944.1646,1006072.8713,2129,131D06,06,Banco de la República Central de Efectivo,AK 68,AK 68 - AC 26,Teusaquillo,-74.10504904,4.65111749,131,M,AK 68 - AC 26 (131D06),AK 68 - AC 26,Avenida Carrera 68 Avenida Calle 26,K,{AF03280D-7B2C-4D79-B0EE-FB7C0CB698C4},
1005534.579,1018166.1778,2130,132A01,01,Br. Zulima,AC 183,AC 183 - KR 7A,Usaquén,-74.027619,4.760477,132,S,AC 183 - KR 7A (132A01),AC 183 - KR 7A,Avenida Calle 183 Carrera Séptima A,B,{1F060D2A-01A7-44AF-9A53-2942964EF882},
1001413.3167,1014532.9455,2131,132A02,02,C.C. Portoalegre,AV. Villas,AV. Villas - CL 137B,Suba,-74.06476882,4.7276231,132,S,AV. Villas - CL 137B (132A02),AV. Villas - CL 137B,Avenida Villas Calle 137 Be,C,{7C3B90B9-91E7-4443-A5AE-ED8B1A89EEC6},
998772.2533,1005225.9924,2132,132A05,05,Pq. Rafael Nuñez,AK 50,AK 50 - CL 44C,Teusaquillo,-74.08857303,4.64345953,132,S,AK 50 - CL 44C  (132A05),AK 50 - CL 44C,Avenida Carrera 50 Calle 44 C,K,{CA3D23F8-B11D-4B97-9C5C-D01258F7F45B},
996927.049,1006122.9397,2133,132A06,06,Bco. de la República Central de Efectivo,AK 68,AK 68 - AC 26,Fontibón,-74.10520332,4.65157026,132,M,AK 68 - AC 26 (132A06),AK 68 - AC 26,Avenida Carrera 68 Avenida Calle 26,K,{4C12EC86-E437-4D04-8EF3-D53EB794878B},
991563.2898,1008549.937,2134,132A07,07,Zona Franca,KR 106,KR 106 - AV. Centenario,Fontibón,-74.15354729,4.67351424,132,S,KR 106 - AV. Centenario (132A07),KR 106 - AV. Centenario,Carrera 106 Avenida Centenario,K,{44AE14FF-D47B-429A-A8D7-59165D48C105},
990095.9654,1002261.6335,2135,132A08,08,Br. Miraflores Kennedy,KR  79,KR 79 - CL 47 Sur,Kennedy,-74.166765,4.616647,132,S,KR 79 - CL 47 Sur (132A08),KR 79 - CL 47 Sur,Carrera 79 Calle 47 Sur,G,{0B6C6ABB-FC4A-40B9-958E-43A4B9C2526D},
985816.1358,1001270.8239,2136,132A09,09,Br. La Primavera,KR  78 F,KR 78F - CL 75A Sur,Bosa,-74.205334,4.60768112,132,S,KR 78F - CL 75A Sur (132A09),KR 78F - CL 75A Sur,Carrera 78 F Calle 75 A Sur,G,{C14C3919-FD66-4BDA-A8E7-D5923C144962},
990915.7207,995068.3029,2137,132A11,11,IED Paraíso Mirador,KR 27B,KR 27B - CL 71F Sur,Ciudad Bolívar,-74.15936981,4.55159784,132,S,KR 27B - CL 71F Sur (132A11),KR 27B - CL 71F Sur,Carrera 27 Be Calle 71 F Sur,H,{36FEE308-F950-4267-B102-709F37C594A7},
995144.9504,995756.2103,2138,132A12,12,Br. Molinos Del Sur,KR 9,KR 9 - CL 50 Sur,Rafael Uribe,-74.121259,4.557822,132,S,KR 9 - CL 50 Sur (132A12),KR 9 - CL 50 Sur,Carrera Novena Calle 50 Sur,H,{C00987BF-8A95-4998-A7A6-1E2327631DB9},
998712.086,991098.513900001,2139,132A13,13,Cl 75B S,AV. Circunvalar (KR  16 E),AV. Circunvalar - CL 75B BIS Sur,Usme,-74.08911323,4.5157031,132,S,AV. Circunvalar - CL 75B BIS Sur (132A13),AV. Circunvalar - CL 75B BIS Sur,Avenida Circunvalar Calle 75 Be Bis Sur,L,{2D80E6D9-3C2E-4A95-A0A3-C5DDDFC1D729},
999606.4172,1003090.0429,2140,132B00,00,Br. Torre de las Américas,AV. Américas,AV. Américas - KR 29,Los Mártires,-74.081055,4.624144,132,M,AV. Américas - KR 29 (132B00),AV. Américas - KR 29,Avenida Américas Carrera 29,A,{F838373E-9A3A-4F62-B705-47AA5B5C4942},
996945.9326,1006151.6443,2141,132B06,06,Banco de la República Central de Efectivo,AK 68,AK 68 - AC 26,Fontibón,-74.10503314,4.65182984,132,M,AK 68 - AC 26 (132B06),AK 68 - AC 26,Avenida Carrera 68 Avenida Calle 26,K,{6E57A38F-3FBD-4E52-9960-EBE227A43D0C},
996973.1318,1006191.902,2142,132D06,06,Banco de la República Central de Efectivo,AK 68,AK 68 - AC 26,Fontibón,-74.10478801,4.65219391,132,M,AK 68 - AC 26 (132D06),AK 68 - AC 26,Avenida Carrera 68 Avenida Calle 26,K,{7AAF9D0E-6F38-4904-9993-E98CA925C196},
999726.519,1003097.1536,2143,133A00,00,Plaza de la Democracia,AV. Américas,AV. Américas - KR 29,Teusaquillo,-74.07997261,4.62420831,133,S,AV. Américas - KR 29 (133A00),AV. Américas - KR 29,Avenida Américas Carrera 29,A,{334E4B1D-2B20-4B2B-89A3-E795C6B3A21B},
1005533.5823,1018142.6238,2144,133A01,01,Br. Zulima,AC 183,AC 183 - KR 7A,Usaquén,-74.027628,4.760264,133,S,AC 183 - KR 7A (133A01),AC 183 - KR 7A,Avenida Calle 183 Carrera Séptima A,B,{7026B0DE-CCB2-44A6-AEA7-B8B8923BEB78},
1001071.2486,1013756.7018,2145,133A02,02,Urb. Iberia Triangulo II,AV. Villas,AV. Villas - CL 130A,Suba,-74.06785219,4.72060352,133,S,AV. Villas - CL 130A (133A02),AV. Villas - CL 130A,Avenida Villas Calle 130 A,C,{F5C05C95-969E-469C-96DD-C5DB1AC234F6},
997131.041,1017314.6827,2146,133A03,03,Br. La Fontana,KR  115,KR 115 - CL 147 A - 09 / 15,Suba,-74.10336854,4.75277819,133,S,KR 115 - CL 147 A - 09 / 15 (133A03),KR 115 - CL 147 A - 09 / 15,Carrera 115 Calle 147 A,C,{045ABAC0-C368-47B0-A862-DDF078B4C572},
995226.5472,1014385.5827,2147,133A04,04,Urb. Quintas de Santa Bárbara,KR 116A,KR 116A - CL 81,Engativá,-74.1205339,4.72628927,133,S,KR 116A - CL 81 (133A04),KR 116A - CL 81,Carrera 116 A Calle 81,D,{57D5591E-05A5-497B-A328-52B8C0A3CB4E},
998687.208,1005204.1404,2148,133A05,05,Br. La Esmeralda,AK 50,AK 50 - CL 44B,Teusaquillo,-74.0893395,4.64326191,133,S,AK 50 - CL 44B (133A05),AK 50 - CL 44B,Avenida Carrera 50 Calle 44 Be,K,{E872B603-7A5F-49DB-8219-ADE262F62CCC},
995461.0825,1006938.4913,2149,133A06,06,C.C. Los Tres Elefantes,AV. Boyacá,AV. Boyacá - CL 23,Fontibón,-74.11841597,4.65894472,133,M,AV. Boyacá - CL 23 (133A06),AV. Boyacá - CL 23,Avenida Boyacá Calle 23,K,{F12C6FCA-9341-48D5-9B91-5D782546B6B6},
991203.5229,1005192.8445,2150,133A07,07,C.C. Tintal Plaza,KR  87A,KR 87A - CL 6,Kennedy,-74.15678643,4.6431554,133,S,KR 87A - CL 6 (133A07),KR 87A - CL 6,Carrera 87 A Calle Sexta,F,{0F25DE30-6560-4F02-839B-1D86D959BC64},
990083.1479,1002266.9438,2151,133A08,08,Br. El Paraíso Casablanca,KR  79,KR 79 - CL 46A Sur,Kennedy,-74.16688052,4.61669501,133,M,KR 79 - CL 46A Sur (133A08),KR 79 - CL 46A Sur,Carrera 79 Calle 46 A Sur,G,{849789E5-5FBA-43D1-8386-0A6854FF579A},
985799.0493,1001293.9886,2152,133A09,09,Br. La Primavera,KR  78 F,KR 78 F - CL 76 Sur,Bosa,-74.20548802,4.60789058,133,S,KR 78 F - CL 76 Sur (133A09),KR 78 F - CL 76 Sur,Carrera 78 F Calle 76 Sur,G,{F41BE3B9-74CA-4927-B7E0-8E465B40D2CF},
991319.0433,993681.888900001,2153,133A11,11,Br. Cordillera del Sur,DG 77 Sur,DG 77 Sur - KR 25,Ciudad Bolívar,-74.15573397,4.53906075,133,S,DG 77 Sur - KR 25 (133A11),DG 77 Sur - KR 25,Diagonal 77 Sur Carrera 25,H,{144E4C1A-1BBC-4501-8CD9-B08B9F921FBC},
995209.1502,995689.888800001,2154,133A12,12,Br. El Pensil,Cl 50 S,CL 50 Sur - KR 7,Rafael Uribe,-74.12068043,4.55722228,133,S,CL 50 Sur - KR 7 (133A12),CL 50 Sur - KR 7,Calle 50 Sur Carrera Séptima,H,{261850CA-B930-463B-8092-6170D8232563},
998733.9225,991071.729599999,2155,133A13,13,Cl 75B S,AV. Circunvalar (KR  16 E),AV. Circunvalar - CL 75B Sur,Usme,-74.08891646,4.51546089,133,S,AV. Circunvalar - CL 75B Sur (133A13),AV. Circunvalar - CL 75B Sur,Avenida Circunvalar Calle 75 Be Sur,L,{5E288511-648B-4EAB-AEF2-C9E5A6576BDA},
995504.4141,1006990.595,2156,133B06,06,C.C. Los Tres Elefantes,AV. Boyacá,AV. Boyacá - CL 23,Fontibón,-74.11802546,4.65941592,133,M,AV. Boyacá - CL 23 (133B06),AV. Boyacá - CL 23,Avenida Boyacá Calle 23,K,{56629FC3-0148-4D11-9EF6-D672D6067991},
989959.1947,1002172.3128,2157,133B08,08,Br. El Paraíso Casablanca,KR  79,KR 79 - CL 48A Sur,Kennedy,-74.1679975,4.61583911,133,M,KR 79 - CL 48A Sur (133B08),KR 79 - CL 48A Sur,Carrera 79 Calle 48 A Sur,G,{435284EA-3ECD-459C-8A98-63CC2325BCE4},
995531.5615,1007021.0677,2158,133C06,06,C.C. Los Tres Elefantes,AV. Boyacá,AV. Boyacá - CL 23,Fontibón,-74.1177808,4.65969151,133,M,AV. Boyacá - CL 23 (133C06),AV. Boyacá - CL 23,Avenida Boyacá Calle 23,K,{A6E97EE0-DCAF-4C16-BEBD-C45997E2041D},
1000257.5234,1002653.8445,2159,134A00,00,Estación Centro Memoria,KR 19B,KR 19B - AC 26,Teusaquillo,-74.07518705,4.62019942,134,S,KR 19B - AC 26 (134A00),KR 19B - AC 26,Carrera 19 Be Avenida Calle 26,A,{880BDF2E-506B-4FDB-88DC-AAB91B5FC850},
1003066.7284,1010636.5226,2160,134A01,01,Br. San Patricio,Cl 106,CL 106 - KR 18A,Usaquén,-74.049867,4.692387,134,S,CL 106 - KR 18A (134A01),CL 106 - KR 18A,Calle 106 Carrera 18 A,B,{90B4AF85-AAFD-403B-972F-8922E485CFA6},
1001517.0587,1014815.1625,2161,134A02,02,Br. Bosque de Los Urapanes,AV. Villas,AV. Villas - CL 138,Suba,-74.06383368,4.7301752,134,S,AV. Villas - CL 138 (134A02),AV. Villas - CL 138,Avenida Villas Calle 138,C,{82D62A99-51F0-41E8-86AF-FA2DD5BAE902},
997112.2274,1017262.0371,2162,134A03,03,Urb. La Fontana,KR  115,KR 115 - CL 147A,Suba,-74.10353811,4.75230211,134,S,KR 115 - CL 147A (134A03),KR 115 - CL 147A,Carrera 115 Calle 147 A,C,{F10831B7-08A6-4598-BD3C-DA4BE359D316},
995542.1665,1014580.3473,2163,134A04,04,Quintas de Santa Bárbara,KR 116 A,KR 116A - CL 83A,Engativá,-74.11768913,4.72805071,134,S,KR 116A - CL 83A (134A04),KR 116A - CL 83A,Carrera 116 A Calle 83 A,D,{2DC20F5E-2B14-4CEC-848C-011936347554},
998923.4901,1005362.9057,2164,134A05,05,Br. Rafael Nuñez,AK 50,AK 50 - CL 44F,Teusaquillo,-74.08721002,4.64469767,134,S,AK 50 - CL 44F  (134A05),AK 50 - CL 44F,Avenida Carrera 50 Calle 44 F,K,{C1D3FA3A-452F-4A50-8CE9-DC3486A11F5A},
995556.2091,1006977.1204,2165,134A06,06,Br. Esperanza Sur,AV. Boyacá,AV. Boyacá - CL 23,Fontibón,-74.11755864,4.6592941,134,M,AV. Boyacá - CL 23 (134A06),AV. Boyacá - CL 23,Avenida Boyacá Calle 23,K,{171C6442-4FB9-4166-92C6-6354E4B25EAF},
992805.1994,1005309.2507,2166,134A07,07,Br. Parque Residencial Castilla Real,Cl 10,CL 10 - KR 79-85,Kennedy,-74.14235138,4.64420955,134,S,CL 10 - KR 79-85 (134A07),CL 10 - KR 79-85,Calle Décima Carrera 79,F,{E8DEF2D9-4035-4E24-82A7-FEC50BABA103},
989692.6404,1001983.6172,2167,134A08,08,Br. Casablanca I,KR  79,KR 79 - CL 51A Sur,Kennedy,-74.17039951,4.61413241,134,S,KR 79 - CL 51A Sur (134A08),KR 79 - CL 51A Sur,Carrera 79 Calle 51 A Sur,G,{C52DA233-C51C-4AC9-9102-7E92C4DDBF43},
985989.514,1001252.1294,2168,134A09,09,Br. San Bernardino I,Dg  74 A S,DG 74A Sur - KR 78I,Bosa,-74.20377147,4.60751235,134,S,DG 74A Sur - KR 78I (134A09),DG 74A Sur - KR 78I,Diagonal 74 A Sur Carrera 78 I,G,{BD36925E-40C3-4F41-B4FD-32E11A6C1332},
991330.1424,993696.152799999,2169,134A11,11,Br. Cordillera del Sur,DG 77 Sur,DG 77 Sur - KR 25A,Ciudad Bolívar,-74.15563396,4.53918975,134,S,DG 77 Sur - KR 25A (134A11),DG 77 Sur - KR 25A,Diagonal 77 Sur Carrera 25 A,H,{EE7F4DB8-6C70-489F-A840-AB6D4FAAC555},
995115.9022,995877.671800001,2170,134A12,12,Pq. Público Avenida Caracas,KR 10,KR 10 - CL 49H Sur,Rafael Uribe,-74.12152083,4.55892038,134,M,KR 10 - CL 49H Sur (134A12),KR 10 - CL 49H Sur,Carrera Décima Calle 49 H Sur,H,{A45AB1A5-407D-4DCE-B524-E119EB137767},
998487.2849,991508.7543,2171,134A13,13,Br. Yomasa,AV. Circunvalar (Tv  14 E),AV. V/Cio - CL 72A Sur,San Cristóbal,-74.09113897,4.51941292,134,S,AV. V/Cio - CL 72A Sur (134A13),AV. V/Cio - CL 72A Sur,Avenida Villavicencio Calle 72 A Sur,L,{2116C3D3-F0B1-479C-8D15-94F1380F68A7},
995584.5158,1007009.7966,2172,134B06,06,Br. Esperanza Sur,AV. Boyacá,AV. Boyacá - CL 23,Fontibón,-74.11730353,4.65958961,134,M,AV. Boyacá - CL 23 (134B06),AV. Boyacá - CL 23,Avenida Boyacá Calle 23,K,{5DB1FF67-2E15-46AF-90ED-42361105BDA7},
995146.623,995889.0184,2173,134B12,12,Pq. Público Avenida Caracas,Pq. Público Avenida Caracas,KR 10 - CL 49H Sur,Rafael Uribe,-74.121244,4.559023,134,M,KR 10 - CL 49H Sur (134B12),KR 10 - CL 49H Sur,Carrera Décima Calle 49 H Sur,H,{4B3107CB-F7E9-432B-847D-1032E76B947B},
1000447.1084,1002682.049,2174,135A00,00, Armenia,AC 32,AC 32 - KR 17,Teusaquillo,-74.07347847,4.62045447,135,S,AC 32 - KR 17 (135A00),AC 32 - KR 17,Avenida Calle 32 Carrera 17,A,{68B4B020-A494-40F7-81A9-61FC48D2FE72},
1003371.8437,1010501.0726,2175,135A01,01,Pq. República de Francia,Cl 106,CL 106 - KR 15A,Usaquén,-74.047117,4.691162,135,S,CL 106 - KR 15A (135A01),CL 106 - KR 15A,Calle 106 Carrera 15 A,B,{AB0DE659-FE97-47F6-B2D0-146B50281DA8},
1001349.4028,1014383.8633,2176,135A02,02,Br. El Rincón de Iberia,AV. Villas,AV. Villas - CL 136,Suba,-74.06534494,4.72627495,135,S,AV. Villas - CL 136 (135A02),AV. Villas - CL 136,Avenida Villas Calle 136,C,{1D63CBAB-8FF8-42A7-AE4F-90C9E59DDA23},
997293.3808,1017570.772,2177,135A03,03,Br. Rincón de Santa Inés,KR  115,KR 115 - CL 151 A,Suba,-74.1019053,4.75509408,135,S,KR 115 - CL 151 A (135A03),KR 115 - CL 151 A,Carrera 115 Calle 151 A,C,{A42819C7-72A2-43ED-AC5B-2F2C93FF1E52},
995726.247,1014548.0214,2178,135A04,04,Ciudadela Colsubsidio IV Sector,DG 89 A,DG 89A - KR 115,Engativá,-74.11602989,4.72775848,135,S,DG 89A - KR 115 (135A04),DG 89A - KR 115,Diagonal 89 A Carrera 115 A,D,{DC75AFFF-53A2-4816-B199-94675C666A17},
999213.66,1005455.9023,2179,135A05,05,Br. Rafael Núñez,AC 53,AC 53 - AK 45,Teusaquillo,-74.08459486,4.64553868,135,S,AC 53 - AK 45 (135A05),AC 53 - AK 45,Avenida Calle 53 Avenida Carrera 45,K,{F37FC870-775C-4937-8713-0F04FB7C2DB2},
994758.463,1006125.9015,2180,135A06,06,Avenida Calle 17,AV. Boyacá,AV. Boyacá - AV. Centenario,Fontibón,-74.124748,4.651596,135,M,AV. Boyacá - AV. Centenario (135A06),AV. Boyacá - AV. Centenario,Avenida Boyacá Avenida Centenario,K,{EFCF4499-DD0A-4294-A17C-1FB84CD7583C},
992947.0284,1005118.5417,2181,135A07,07,Br. Castilla Real,Cl 10,CL 10 - KR 79,Kennedy,-74.14107298,4.64248507,135,S,CL 10 - KR 79 (135A07),CL 10 - KR 79,Calle Décima Carrera 79,F,{D35A0531-EB1A-40A5-BEEF-9643D121EB7F},
989747.3448,1002007.1396,2182,135A08,08,Br. Miraflores Kennedy,KR  79,KR 79 - CL 51 Sur,Kennedy,-74.16990654,4.61434519,135,S,KR 79 - CL 51 Sur (135A08),KR 79 - CL 51 Sur,Carrera 79 Calle 51 Sur,G,{85B85106-2F55-47D1-9683-1FA7B0F6926D},
986011.9432,1001272.5466,2183,135A09,09,Br. La Primavera,Dg 74A S,DG 74A Sur - KR 78I Bis,Bosa,-74.20356937,4.60769702,135,S,DG 74A Sur - KR 78I Bis (135A09),DG 74A Sur - KR 78I Bis,Diagonal 74 A Sur Carrera 78 I Bis,G,{760BA738-1AD5-4626-8A69-FC387BCF7D68},
994557.8382,998863.6434,2184,135A10,10,Br. Inglés,CL 42 Sur,CL 42 Sur - KR 29,Rafael Uribe,-74.12655165,4.58592253,135,S,CL 42 Sur - KR 29 (135A10),CL 42 Sur - KR 29,Calle 42 Sur Carrera 29,H,{594E8B25-DA32-4B71-8783-58DBA2501830},
991321.1805,993974.398700001,2185,135A11,11,Br. Los Alpes Sur,KR 26,KR 26 - CL 75Bis Sur,Ciudad Bolívar,-74.15571499,4.54170595,135,S,KR 26 - CL 75Bis Sur (135A11),KR 26 - CL 75Bis Sur,Carrera 26 Calle 75 Bis Sur,H,{773423CA-A06B-40A3-878A-7D827DD14D2C},
995366.4,996874.8379,2186,135A12,12,Br. Marco Fidel Suárez I,DG 46 Sur,DG 46 Sur - KR 16A,Rafael Uribe,-74.119264,4.567938,135,M,DG 46 Sur - KR 16A (135A12),DG 46 Sur - KR 16A,Diagonal 46 Sur Carrera 16 A,H,{7ABAC686-F887-4D59-9B3C-C3BD2B0B6449},
998498.3235,991509.594599999,2187,135A13,13,Br. Juan Rey,AV. Circunvalar (Tv  14 E),AV. Circunvalar - CL 71B Sur,San Cristóbal,-74.0910395,4.51942052,135,S,AV. Circunvalar - CL 71B Sur (135A13),AV. Circunvalar - CL 71B Sur,Avenida Circunvalar Calle 71 Be Sur,L,{A015BD65-14DB-4CE1-A533-14E4C51DBECA},
994706.9713,1006088.0164,2188,135B06,06,Avenida Calle 17,AV. Boyacá,AV. Boyacá - CL 17,Fontibón,-74.12521205,4.65125337,135,M,AV. Boyacá - CL 17 (135B06),AV. Boyacá - CL 17,Avenida Boyacá Calle 17,K,{C1ADDB77-1575-463F-8652-4740AB74F7A4},
995324.6992,996889.645199999,2189,135B12,12,Br. Marco Fidel Suárez I,DG 46 Sur,DG 46 Sur - TV 16,Rafael Uribe,-74.1196398,4.56807188,135,M,DG 46 Sur - TV 16 (135B12),DG 46 Sur - TV 16,Diagonal 46 Sur Transversal 16,H,{9F4ABAD1-CE28-4BD9-8DEF-C623D143314D},
994685.3379,1006044.2972,2190,135C06,06,Avenida Calle 17,AV. Boyacá,AV. Boyacá - CL 17,Fontibón,-74.125407,4.650858,135,M,AV. Boyacá - CL 17 (135C06),AV. Boyacá - CL 17,Avenida Boyacá Calle 17,K,{5C96B63A-8328-44ED-AD28-32F1627A801E},
1000576.077,1002734.0068,2191,136A00,00,Br. Teusaquillo,AC 32,AC 32 - KR 17,Teusaquillo,-74.07231617,4.62092432,136,S,AC 32 - KR 17 (136A00),AC 32 - KR 17,Avenida Calle 32 Carrera 17,A,{1AA0F49E-7D3F-4601-9CFA-F56E2995E2A7},
1003564.8992,1010411.51,2192,136A01,01,Br. Molinos Norte,Cl 106,CL 106 - KR 14B,Usaquén,-74.045377,4.690352,136,S,CL 106 - KR 14B (136A01),CL 106 - KR 14B,Calle 106 Carrera 14 Be,B,{101A15DF-B9FA-40BB-8A24-08DC7A94179D},
1001452.0621,1010266.731,2193,136A02,02,C.C. Iserra 100,AC 100,AC 100 - TV 55,Suba,-74.06442031,4.68904337,136,M,AC 100 - TV 55 (136A02),AC 100 - TV 55,Avenida Calle 100 Transversal 55,C,{AD545B81-D872-4E1A-9CD8-44D0AAF73834},
997276.5464,1017523.7108,2194,136A03,03,Parque Las Flores,KR 115,KR 115 - CL 151,Suba,-74.10205703,4.7546685,136,S,KR 115 - CL 151 (136A03),KR 115 - CL 151,Carrera 115 Calle 151,C,{8E516B52-176B-41C3-99C7-1BAB36A12312},
995919.5447,1014697.2554,2195,136A04,04,Ciudadela Colsubsidio IV Sector,DG 89B,DG 89B - KR 115A,Engativá,-74.11428765,4.72910811,136,S,DG 89B - KR 115A (136A04),DG 89B - KR 115A,Diagonal 89 Be Carrera 115 A,D,{4C66E622-170A-45F1-BC18-842C31E4D245},
999396.3845,1005328.176,2196,136A05,05,Br. Nicolás de Federmán,AC 53,AC 53 - KR 37A,Teusaquillo,-74.08294803,4.64438365,136,S,AC 53 - KR 37A (136A05),AC 53 - KR 37A,Avenida Calle 53 Carrera 37 A,K,{80438304-9C5C-4551-8835-7392AB3357BE},
995081.2797,1006411.3306,2197,136A06,06,C.C. Montevideo Plaza,AV. Boyacá,AV. Boyacá - CL 21,Fontibón,-74.12183873,4.65417735,136,M,AV. Boyacá - CL 21 (136A06),AV. Boyacá - CL 21,Avenida Boyacá Calle 21,K,{836175CF-9858-459C-9BB0-36360B241056},
989933.5392,1009338.7728,2198,136A07,07,Praderas de Fontibón,KR  123,KR 123 - CL 14,Fontibón,-74.168237,4.680646,136,S,KR 123 - CL 14 (136A07),KR 123 - CL 14,Carrera 123 Calle 14,K,{AA2137C6-242E-400A-A989-808D9BCE4863},
993457.9606,1002373.5547,2199,136A08,08,C.C. Plaza de las Américas,CL 8 S,CL 8 Sur - KR 71A,Kennedy,-74.13646614,4.61766228,136,S,CL 8 Sur - KR 71A (136A08),CL 8 Sur - KR 71A,Calle Octava Sur Carrera 71 A,F,{2729139E-40F3-45A7-8889-0E0CC9B0614E},
986208.7972,1001379.5149,2200,136A09,09,Br. Manzanares,TV 79D,TV 79D - CL 74A - 36 Sur,Bosa,-74.20179548,4.60866465,136,S,TV 79D - CL 74A - 36 Sur (136A09),TV 79D - CL 74A - 36 Sur,Transversal 79 D Calle 74 A Sur,G,{BBC4E951-8226-4B4C-B6A8-195BD39926C3},
